Date,Team,TeamLocation,TeamScore,Opponent,OpponentScore,OpponentLocation,NeutralSite,TeamResult,TeamDifferential,OpponentDifferential,
1/10/15,West Virginia,Home,72,Iowa St,74,Away,,Loss,7.09,9.09,
1/10/15,SE Louisiana,Home,87,Houston Bap,67,Away,,Win,-2.85,-1.25,
1/10/15,N Illinois,Home,65,Kent,67,Away,,Loss,-0.6,3,
1/10/15,Bethune-Cookman,Home,56,Hampton,58,Away,,Loss,-3.25,-0.85,
1/10/15,Providence,Home,60,Georgetown,57,Away,,Win,4.73,6.06,
1/10/15,Pittsburgh,Home,62,Clemson,71,Away,,Loss,1.67,0.55,
1/10/15,La Salle,Home,63,G Washington,50,Away,,Win,0.94,5.82,
1/10/15,Vermont,Home,71,Stony Brook,57,Away,,Win,8.45,5.59,
1/10/15,Wake Forest,Home,76,Georgia Tech,69,Away,,Win,-3.06,-1.29,
1/10/15,Towson,Home,49,Northeastern,52,Away,,Loss,-1.44,3.59,
1/10/15,UNC Wilmington,Home,64,Drexel,57,Away,,Win,1.77,-4.77,
1/10/15,Army,Home,66,Navy,75,Away,,Loss,0.03,-3.34,
1/10/15,Connecticut,Home,62,Cincinnati,56,Away,,Win,4.38,7.09,
1/10/15,Bradley,Home,56,Evansville,66,Away,,Loss,-4.36,4.68,
1/10/15,Rider,Home,68,St Peter's,55,Away,,Win,1.66,0.97,
1/10/15,North Carolina,Home,72,Louisville,71,Away,,Win,9.51,9.69,
1/10/15,Lehigh,Home,60,Loyola MD,65,Away,,Loss,1.4,-7.37,
1/10/15,Iona,Home,79,Canisius,76,Away,,Win,6.79,1.93,
1/10/15,American Univ,Home,71,Colgate,69,Away,,Win,0.15,1.58,
1/10/15,IUPUI,Home,52,Denver,49,Away,,Win,-6.35,-0.83,
1/10/15,Duquesne,Home,60,Rhode Island,61,Away,,Loss,-2.9,7.81,
1/10/15,Boston Univ,Home,62,Lafayette,63,Away,,Loss,-1.67,1.81,
1/10/15,W Michigan,Home,78,Buffalo,68,Away,,Win,2.3,6.72,
1/10/15,Gonzaga,Home,79,Santa Clara,57,Away,,Win,18.21,-3.41,
1/10/15,Marshall,Home,72,Charlotte,77,Away,,Loss,-4.72,1.41,
1/10/15,TX Pan American,Home,64,Chicago St,59,Away,,Win,-8.13,-8.13,
1/10/15,Pacific,Home,47,St Mary's CA,54,Away,,Loss,-3.84,5.6,
1/10/15,Holy Cross,Home,65,Bucknell,62,Away,,Win,-1.3,-0.03,
1/10/15,Northern Arizona,Home,70,Southern Utah,67,Away,,Win,1.15,-4.66,
1/10/15,San Diego,Home,47,Pepperdine,59,Away,,Loss,1.84,2.1,
1/10/15,BYU,Home,85,Loy Marymount,72,Away,,Win,11,-8.39,
1/10/15,UC Davis,Home,73,Long Beach St,67,Away,,Win,6.71,-1,
1/10/15,Michigan,Home,62,Minnesota,57,Away,,Win,0.72,6.55,
1/10/15,Col Charleston,Home,58,Delaware,64,Away,,Loss,-5.97,-6.07,
1/10/15,Texas A&M,Home,64,Kentucky,70,Away,,Loss,4.97,20.94,
1/10/15,Indiana,Home,69,Ohio St,66,Away,,Win,6.06,13.42,
1/10/15,MTSU,Home,82,FL Atlantic,58,Away,,Win,1.43,-4.1,
1/10/15,UAB,Home,70,Florida Intl,53,Away,,Win,1.18,-2.82,
1/10/15,W Kentucky,Home,72,Old Dominion,65,Away,,Win,4.25,8.65,
1/10/15,Rice,Home,63,North Texas,66,Away,,Loss,-1.72,-2.84,
1/10/15,Miami FL,Home,60,Boston College,56,Away,,Win,5.27,-1.63,
1/10/15,Bowling Green,Home,69,Ohio,54,Away,,Win,4.52,-4.6,
1/10/15,ETSU,Home,71,Chattanooga,74,Away,,Loss,2.03,5.75,
1/10/15,Villanova,Home,81,DePaul,64,Away,,Win,15.38,-4.19,
1/10/15,Drake,Home,40,Northern Iowa,64,Away,,Loss,-7.29,11.06,
1/10/15,Central Conn,Home,60,Robert Morris,72,Away,,Loss,-10.94,1.27,
1/10/15,Detroit,Home,74,Oakland,54,Away,,Win,-0.03,-0.81,
1/10/15,TCU,Home,59,Baylor,66,Away,,Loss,5.79,9.15,
1/10/15,Sacred Heart,Home,68,St Francis PA,77,Away,,Loss,-0.22,0.45,
1/10/15,William & Mary,Home,81,James Madison,73,Away,,Win,6.53,-1.13,
1/10/15,Northwestern LA,Home,103,Incarnate Word,101,Away,,Win,1.81,4.75,
1/10/15,NC Central,Home,76,S Carolina St,45,Away,,Win,14.41,-7.21,
1/10/15,Delaware St,Home,69,Morgan St,73,Away,,Loss,-1.51,-9.71,
1/10/15,Wagner,Home,87,Long Island,82,Away,,Win,-5.13,-3.77,
1/10/15,Mercer,Home,74,Citadel,51,Away,,Win,4.18,-4.63,
1/10/15,Furman,Home,73,VMI,83,Away,,Loss,-4.45,-0.43,
1/10/15,Bryant,Home,73,F Dickinson,60,Away,,Win,-1.35,-6,
1/10/15,Radford,Home,95,Presbyterian,82,Away,,Win,5.03,-7.38,
1/10/15,Georgia St,Home,77,Troy,72,Away,,Win,9.59,-2.31,
1/10/15,Mt St Mary's,Home,71,St Francis NY,61,Away,,Win,-1.73,4.88,
1/10/15,Tennessee,Home,38,Alabama,56,Away,,Loss,-0.94,2.69,
1/10/15,MA Lowell,Home,51,Albany NY,64,Away,,Loss,-5.1,5.28,
1/10/15,Air Force,Home,87,Colorado St,92,Away,,Loss,0.65,8.58,
1/10/15,Butler,Home,88,Xavier,76,Away,,Win,8.38,5.91,
1/10/15,Creighton,Home,67,Seton Hall,68,Away,,Loss,0.42,0.39,
1/10/15,Cornell,Home,107,Alfred St,29,Away,,Win,1,0,
1/10/15,SC Upstate,Home,68,Kennesaw,65,Away,,Win,11.5,-10.5,
1/10/15,Jacksonville,Home,63,North Florida,86,Away,,Loss,-7.66,7.94,
1/10/15,Temple,Home,56,Tulsa,63,Away,,Loss,4.21,4.44,
1/10/15,Washington,Home,77,Washington St,80,Away,,Loss,0.74,-5.94,
1/10/15,UT San Antonio,Home,72,Louisiana Tech,84,Away,,Loss,0.3,8.06,
1/10/15,North Dakota,Home,75,Portland St,82,Away,,Loss,-5.63,-0.52,
1/10/15,Binghamton,Home,65,Maine,46,Away,,Win,-8.72,-14.4,
1/10/15,VA Commonwealth,Home,89,St Joseph's PA,74,Away,,Win,6.97,-2.81,
1/10/15,Kansas,Home,86,Texas Tech,54,Away,,Win,6.53,-3.44,
1/10/15,Purdue,Home,60,Maryland,69,Away,,Loss,5.48,6.24,
1/11/15,Houston,Home,44,Memphis,62,Away,,Loss,-1.16,4.25,
1/11/15,Jacksonville St,Home,57,Murray St,84,Away,,Loss,-6.03,11.38,
1/11/15,Richmond,Home,60,St Bonaventure,41,Away,,Win,4.91,2.58,
1/11/15,UCF,Home,61,SMU,70,Away,,Loss,-5.73,9.67,
1/11/15,Tulane,Home,56,South Florida,51,Away,,Win,-0.35,-6.84,
1/11/15,Oregon St,Home,58,Arizona,56,Away,,Win,1.71,17.82,
1/11/15,USC,Home,76,Stanford,78,Away,,Loss,-4,4.72,
1/11/15,Nebraska,Home,53,Illinois,43,Away,,Win,-1.68,6.31,
1/11/15,UCLA,Home,73,California,54,Away,,Win,3.97,-0.79,
1/11/15,Syracuse,Home,70,Florida St,57,Away,,Win,4.23,-0.33,
1/11/15,Michigan St,Home,84,Northwestern,77,Away,,Win,8.47,-1.09,
1/11/15,Rutgers,Home,67,Wisconsin,62,Away,,Win,-7.88,15.76,
1/11/15,NC State,Home,87,Duke,75,Away,,Win,4.97,15.03,
1/11/15,Missouri St,Home,55,Illinois St,69,Away,,Loss,-4.48,6.15,
1/11/15,Loyola-Chicago,Home,53,Wichita St,67,Away,,Loss,1.72,13.91,
1/11/15,George Mason,Home,62,Massachusetts,66,Away,,Loss,-4.87,-1.09,
1/11/15,Siena,Home,67,Fairfield,79,Away,,Loss,-4.03,-6.32,
1/11/15,UMBC,Home,60,New Hampshire,63,Away,,Loss,-11.03,5.87,
1/11/15,WI Green Bay,Home,82,Youngstown St,67,Away,,Win,8.09,-3.34,
1/11/15,Quinnipiac,Home,66,Marist,54,Away,,Win,2.2,-7.63,
1/12/15,SE Louisiana,Home,59,Sam Houston St,72,Away,,Loss,-2.85,14.42,
1/12/15,Florida A&M,Home,63,Hampton,78,Away,,Loss,-17.52,-0.85,
1/12/15,Incarnate Word,Home,97,New Orleans,66,Away,,Win,4.75,-2.45,
1/12/15,TAM C. Christi,Home,64,Lamar,66,Away,,Loss,2.25,0.47,
1/12/15,Ark Pine Bluff,Home,48,Alabama A&M,51,Away,,Loss,-7.13,-6.48,
1/12/15,MS Valley St,Home,76,Alabama St,88,Away,,Loss,-16.28,5.28,
1/12/15,Jackson St,Home,52,Southern Univ,60,Away,,Loss,-2.84,0.94,
1/12/15,Grambling,Home,70,Alcorn St,72,Away,,Loss,-20.55,-9.59,
1/12/15,TX Pan American,Home,43,UT San Antonio,68,Away,,Loss,-8.13,0.3,
1/12/15,Rider,Home,54,Monmouth NJ,55,Away,,Loss,1.66,0.73,
1/12/15,NC Central,Home,58,Savannah St,40,Away,,Win,14.41,-10.13,
1/12/15,Campbell,Home,67,Coastal Car,70,Away,,Loss,-2.47,10.03,
1/12/15,Brown,Home,88,Lyndon St,42,Away,,Win,-3.1,0,
1/12/15,Bethune-Cookman,Home,55,Norfolk St,79,Away,,Loss,-3.25,4.15,
1/12/15,NC A&T,Home,50,S Carolina St,52,Away,,Loss,-7.13,-7.21,
1/12/15,Howard,Home,76,Delaware St,79,Away,,Loss,0.88,-1.51,
1/12/15,Morgan St,Home,53,MD E Shore,78,Away,,Loss,-9.71,0.59,
1/13/15,Cent Arkansas,Home,58,SF Austin,109,Away,,Loss,-16.9,14.88,
1/13/15,Duke,Home,74,Miami FL,90,Away,,Loss,15.03,5.27,
1/13/15,DePaul,Home,72,Georgetown,78,Away,,Loss,-4.19,6.06,
1/13/15,Syracuse,Home,86,Wake Forest,83,Away,,Win,4.23,-3.06,
1/13/15,Rhode Island,Home,60,VA Commonwealth,65,Away,,Loss,7.81,6.97,
1/13/15,Bradley,Home,52,Northern Iowa,63,Away,,Loss,-4.36,11.06,
1/13/15,Virginia,Home,65,Clemson,42,Away,,Win,14.59,0.55,
1/13/15,Santa Clara,Home,77,St Katherine,63,Away,,Win,-3.41,0,
1/13/15,Boise St,Home,82,UNLV,73,Away,,Win,10.48,3.79,
1/13/15,Montana,Home,86,MT Tech,44,Away,,Win,4.53,0,
1/13/15,Tulsa,Home,66,Connecticut,58,Away,,Win,4.44,4.38,
1/13/15,Minnesota,Home,75,Iowa,77,Away,,Loss,6.55,7.53,
1/13/15,Kentucky,Home,86,Missouri,37,Away,,Win,20.94,-7.44,
1/13/15,Texas A&M,Home,74,Mississippi St,70,Away,,Win,4.97,-1.72,
1/13/15,Louisville,Home,78,Virginia Tech,63,Away,,Win,9.69,-4.03,
1/13/15,Seton Hall,Home,75,Butler,79,Away,,Loss,0.39,8.38,
1/13/15,Indiana,Home,76,Penn St,73,Away,,Win,6.06,0.68,
1/13/15,Niagara,Home,56,Penn,67,Away,,Loss,-7.47,-6.96,
1/13/15,Kansas,Home,67,Oklahoma St,57,Away,,Win,6.53,5,
1/13/15,West Virginia,Home,86,Oklahoma,65,Away,,Win,7.09,9.19,
1/13/15,Iona,Home,74,Fairfield,58,Away,,Win,6.79,-6.32,
1/13/15,Lipscomb,Home,60,SC Upstate,58,Away,,Win,-2.9,11.5,
1/13/15,Northwestern LA,Home,81,Abilene Chr,95,Away,,Loss,1.81,-6.77,
1/13/15,Nicholls St,Home,61,Houston Bap,57,Away,,Win,-8,-1.25,
1/13/15,South Carolina,Home,68,Alabama,66,Away,,Win,3.03,2.69,
1/13/15,Ohio St,Home,71,Michigan,52,Away,,Win,13.42,0.72,
1/13/15,Tennessee,Home,74,Arkansas,69,Away,,Win,-0.94,7.88,
1/13/15,Maine,Home,59,MA Lowell,62,Away,,Loss,-14.4,-5.1,
1/14/15,Kansas St,Home,58,Texas Tech,51,Away,,Win,-0.81,-3.44,
1/14/15,Loyola-Chicago,Home,50,Drake,47,Away,,Win,1.72,-7.29,
1/14/15,American Univ,Home,62,Lehigh,59,Away,,Win,0.15,1.4,
1/14/15,Charleston So,Home,80,Liberty,58,Away,,Win,5.2,-5.53,
1/14/15,S Dakota St,Home,68,IUPUI,53,Away,,Win,9.09,-6.35,
1/14/15,St Louis,Home,78,Duquesne,69,Away,,Win,-6.56,-2.9,
1/14/15,Oral Roberts,Home,102,NE Omaha,86,Away,,Win,1.19,-1.03,
1/14/15,South Dakota,Home,71,N Dakota St,67,Away,,Win,-0.09,2.94,
1/14/15,Delaware,Home,67,Towson,64,Away,,Win,-6.07,-1.44,
1/14/15,Northeastern,Home,91,Hofstra,83,Away,,Win,3.59,8.61,
1/14/15,Stony Brook,Home,64,UMBC,54,Away,,Win,5.59,-11.03,
1/14/15,Wright St,Home,50,Cleveland St,55,Away,,Loss,-3.81,5.38,
1/14/15,Monmouth NJ,Home,61,St Peter's,62,Away,,Loss,0.73,0.97,
1/14/15,Indiana St,Home,71,Illinois St,70,Away,,Win,-1.32,6.15,
1/14/15,NJIT,Home,79,St Joseph's NY,60,Away,,Win,4.52,0,
1/14/15,IL Chicago,Home,68,Detroit,69,Away,,Loss,-5.53,-0.03,
1/14/15,Northwestern,Home,67,Illinois,72,Away,,Loss,-1.09,6.31,
1/14/15,Jacksonville St,Home,52,SE Missouri St,69,Away,,Loss,-6.03,0.77,
1/14/15,Colorado St,Home,98,Nevada,42,Away,,Win,8.58,-6.03,
1/14/15,USC,Home,66,UCLA,83,Away,,Loss,-4,3.97,
1/14/15,Wyoming,Home,52,San Diego St,60,Away,,Loss,5.71,8.65,
1/14/15,California,Home,59,Stanford,69,Away,,Loss,-0.79,4.72,
1/14/15,Vanderbilt,Home,67,Georgia,70,Away,,Loss,6.16,4.16,
1/14/15,San Jose St,Home,62,Fresno St,73,Away,,Loss,-15.8,-1.16,
1/14/15,Baylor,Home,74,Iowa St,73,Away,,Win,9.15,9.09,
1/14/15,Denver,Home,68,W Illinois,54,Away,,Win,-0.83,-8.43,
1/14/15,Missouri St,Home,54,Evansville,56,Away,,Loss,-4.48,4.68,
1/14/15,WI Milwaukee,Home,77,Youngstown St,62,Away,,Win,-3.8,-3.34,
1/14/15,Villanova,Home,88,Xavier,75,Away,,Win,15.38,5.91,
1/14/15,New Mexico,Home,60,Air Force,48,Away,,Win,1.77,0.65,
1/14/15,Pittsburgh,Home,73,Florida St,64,Away,,Win,1.67,-0.33,
1/14/15,Marquette,Home,53,Creighton,52,Away,,Win,-1.94,0.42,
1/14/15,Mississippi,Home,71,LSU,75,Away,,Loss,5.13,5.97,
1/14/15,Holy Cross,Home,70,Army,72,Away,,Loss,-1.3,0.03,
1/14/15,Colgate,Home,62,Boston Univ,53,Away,,Win,1.58,-1.67,
1/14/15,Temple,Home,55,SMU,60,Away,,Loss,4.21,9.67,
1/14/15,UCF,Home,103,Tulane,100,Away,,Win,-5.73,-0.35,
1/14/15,C Michigan,Home,105,Miami OH,77,Away,,Win,10.55,-3.22,
1/14/15,Buffalo,Home,82,N Illinois,63,Away,,Win,6.72,-0.6,
1/14/15,Lafayette,Home,69,Loyola MD,65,Away,,Win,1.81,-7.37,
1/14/15,Bucknell,Home,65,Navy,63,Away,,Win,-0.03,-3.34,
1/14/15,W Michigan,Home,95,Ball St,93,Away,,Win,2.3,-3.63,
1/14/15,Akron,Home,67,Bowling Green,50,Away,,Win,5.11,4.52,
1/14/15,Wichita St,Home,67,S Illinois,55,Away,,Win,13.91,-2.3,
1/14/15,Ohio,Home,73,Toledo,80,Away,,Loss,-4.6,4.24,
1/14/15,William & Mary,Home,76,UNC Wilmington,72,Away,,Win,6.53,1.77,
1/14/15,East Carolina,Home,66,Houston,61,Away,,Win,-1.82,-1.16,
1/14/15,Dayton,Home,61,La Salle,50,Away,,Win,7.3,0.94,
1/14/15,Elon,Home,50,Col Charleston,66,Away,,Loss,0,-5.97,
1/14/15,Kent,Home,65,E Michigan,59,Away,,Win,3,5.97,
1/14/15,St Joseph's PA,Home,66,Fordham,55,Away,,Win,-2.81,-4.16,
1/14/15,Massachusetts,Home,63,Davidson,71,Away,,Loss,-1.09,10.94,
1/14/15,Longwood,Home,67,Presbyterian,71,Away,,Loss,-5.29,-7.38,
1/14/15,UNC Asheville,Home,69,Winthrop,84,Away,,Loss,1.9,6.16,
1/14/15,Albany NY,Home,73,Binghamton,58,Away,,Win,5.28,-8.72,
1/14/15,New Hampshire,Home,67,Hartford,68,Away,,Loss,5.87,-2.2,
1/14/15,Vermont,Home,55,Dartmouth,52,Away,,Win,8.45,0.75,
1/14/15,Maryland,Home,73,Rutgers,65,Away,,Win,6.24,-7.88,
1/14/15,Boston College,Home,64,Harvard,57,Away,,Win,-1.63,6.93,
1/14/15,Providence,Home,70,St John's,83,Away,,Loss,4.73,3.59,
1/14/15,Georgia Tech,Home,59,Notre Dame,62,Away,,Loss,-1.29,13.18,
1/14/15,NC State,Home,79,North Carolina,81,Away,,Loss,4.97,9.51,
1/14/15,N Kentucky,Home,76,Kennesaw,72,Away,,Win,1.27,-10.5,
1/14/15,Gardner Webb,Home,72,High Point,84,Away,,Loss,0.97,5.52,
1/14/15,Jacksonville,Home,71,Stetson,69,Away,,Win,-7.66,-7.29,
1/14/15,North Florida,Home,80,FL Gulf Coast,64,Away,,Win,7.94,4.53,
1/15/15,Southern Utah,Home,71,Idaho St,67,Away,,Win,-4.66,-4.6,
1/15/15,Tennessee Tech,Home,60,TN Martin,63,Away,,Loss,0.67,4.73,
1/15/15,Austin Peay,Home,69,Tennessee St,68,Away,,Win,-8.03,-10.26,
1/15/15,Wisconsin,Home,70,Nebraska,55,Away,,Win,15.76,-1.68,
1/15/15,Washington,Home,56,Oregon St,43,Away,,Win,0.74,1.71,
1/15/15,Arizona,Home,68,Colorado,54,Away,,Win,17.82,0.81,
1/15/15,Samford,Home,76,Chattanooga,82,Away,,Loss,-2.66,5.75,
1/15/15,Quinnipiac,Home,53,Rider,56,Away,,Loss,2.2,1.66,
1/15/15,Morehead St,Home,91,Edwardsville,63,Away,,Win,4.85,0.89,
1/15/15,Texas St,Home,82,South Alabama,71,Away,,Win,1.65,-4.94,
1/15/15,Northern Arizona,Home,65,Weber St,74,Away,,Loss,1.15,-1.03,
1/15/15,ULM,Home,63,Troy,54,Away,,Win,4.58,-2.31,
1/15/15,Murray St,Home,92,Belmont,77,Away,,Win,11.38,4.13,
1/15/15,Portland St,Home,85,E Washington,92,Away,,Loss,-0.52,7.12,
1/15/15,CS Sacramento,Home,79,Idaho,76,Away,,Win,2.9,1.07,
1/15/15,UC Riverside,Home,61,UC Davis,74,Away,,Loss,-0.81,6.71,
1/15/15,Washington St,Home,108,Oregon,99,Away,,Win,-5.94,4.82,
1/15/15,Pacific,Home,80,BYU,93,Away,,Loss,-3.84,11,
1/15/15,CS Fullerton,Home,58,UC Irvine,63,Away,,Loss,-5.29,5.58,
1/15/15,Seattle,Home,70,TX Pan American,47,Away,,Win,0.61,-8.13,
1/15/15,CS Bakersfield,Home,54,New Mexico St,70,Away,,Loss,2.18,9.15,
1/15/15,Utah Valley,Home,74,Grand Canyon,83,Away,,Loss,-5.5,0.48,
1/15/15,Santa Barbara,Home,63,CS Northridge,74,Away,,Loss,4.69,-5.36,
1/15/15,Long Beach St,Home,50,Cal Poly SLO,48,Away,,Win,-1,1.07,
1/15/15,Arizona St,Home,59,Utah,76,Away,,Loss,3,15.16,
1/15/15,E Kentucky,Home,65,E Illinois,72,Away,,Loss,8.9,-0.97,
1/15/15,Oakland,Home,69,WI Green Bay,66,Away,,Win,-0.81,8.09,
1/15/15,Georgia St,Home,83,UT Arlington,62,Away,,Win,9.59,0.45,
1/15/15,Old Dominion,Home,63,Rice,53,Away,,Win,8.65,-1.72,
1/15/15,UNC Greensboro,Home,75,VMI,63,Away,,Win,-1.42,-0.43,
1/15/15,Memphis,Home,63,Cincinnati,50,Away,,Win,4.25,7.09,
1/15/15,Citadel,Home,69,Wofford,66,Away,,Win,-4.63,7.21,
1/15/15,St Mary's CA,Home,70,San Diego,58,Away,,Win,5.6,1.84,
1/15/15,Loy Marymount,Home,80,Portland,68,Away,,Win,-8.39,2.16,
1/15/15,Pepperdine,Home,76,Gonzaga,78,Away,,Loss,2.1,18.21,
1/15/15,Southern Miss,Home,61,MTSU,62,Away,,Loss,-8.14,1.43,
1/15/15,Florida Intl,Home,66,Marshall,62,Away,,Win,-2.82,-4.72,
1/15/15,Charlotte,Home,73,North Texas,57,Away,,Win,1.41,-2.84,
1/15/15,Mercer,Home,67,Furman,64,Away,,Win,4.18,-4.45,
1/15/15,Drexel,Home,35,James Madison,54,Away,,Loss,-4.77,-1.13,
1/15/15,Florida,Home,75,Auburn,55,Away,,Win,3.61,-4.14,
1/15/15,G Washington,Home,73,Richmond,70,Away,,Win,5.82,4.91,
1/15/15,Ga Southern,Home,78,ULL,70,Away,,Win,7.97,7.53,
1/15/15,Appalachian St,Home,50,Arkansas St,59,Away,,Loss,-6.62,-5.14,
1/15/15,Louisiana Tech,Home,74,UAB,71,Away,,Win,8.06,1.18,
1/15/15,FL Atlantic,Home,85,W Kentucky,88,Away,,Loss,-4.1,4.25,
1/15/15,Campbell,Home,55,Radford,72,Away,,Loss,-2.47,5.03,
1/15/15,W Carolina,Home,76,ETSU,83,Away,,Loss,-1.03,2.03,
1/15/15,F Dickinson,Home,51,Mt St Mary's,71,Away,,Loss,-6,-1.73,
1/15/15,Central Conn,Home,66,Long Island,71,Away,,Loss,-10.94,-3.77,
1/15/15,Bryant,Home,81,Wagner,73,Away,,Win,-1.35,-5.13,
1/16/15,St Francis PA,Home,79,Sacred Heart,78,Away,,Win,0.45,-0.22,
1/16/15,N Dakota St,Home,61,W Illinois,48,Away,,Win,2.94,-8.43,
1/16/15,Robert Morris,Home,63,St Francis NY,68,Away,,Loss,1.27,4.88,
1/16/15,Canisius,Home,83,Siena,49,Away,,Win,1.93,-4.03,
1/16/15,St Peter's,Home,65,Manhattan,72,Away,,Loss,0.97,2.38,
1/16/15,Niagara,Home,79,Iona,80,Away,,Loss,-7.47,6.79,
1/16/15,Fairfield,Home,60,Marist,54,Away,,Win,-6.32,-7.63,
1/17/15,Missouri,Home,51,Tennessee,59,Away,,Loss,-7.44,-0.94,
1/17/15,Utah St,Home,71,Air Force,59,Away,,Win,2.94,0.65,
1/17/15,Norfolk St,Home,56,NC Central,60,Away,,Loss,4.15,14.41,
1/17/15,Hampton,Home,61,NC A&T,64,Away,,Loss,-0.85,-7.13,
1/17/15,San Diego St,Home,53,UNLV,47,Away,,Win,8.65,3.79,
1/17/15,Northern Arizona,Home,72,Idaho St,69,Away,,Win,1.15,-4.6,
1/17/15,Sam Houston St,Home,69,McNeese St,60,Away,,Win,14.42,-1.81,
1/17/15,Richmond,Home,89,Davidson,63,Away,,Win,4.91,10.94,
1/17/15,Prairie View,Home,70,Jackson St,55,Away,,Win,-2.09,-2.84,
1/17/15,FL Atlantic,Home,76,Marshall,62,Away,,Win,-4.1,-4.72,
1/17/15,Wofford,Home,62,W Carolina,43,Away,,Win,7.21,-1.03,
1/17/15,Arizona,Home,69,Utah,51,Away,,Win,17.82,15.16,
1/17/15,Fresno St,Home,65,Wyoming,70,Away,,Loss,-1.16,5.71,
1/17/15,FL Gulf Coast,Home,79,Jacksonville,50,Away,,Win,4.53,-7.66,
1/17/15,Oklahoma,Home,82,Oklahoma St,65,Away,,Win,9.19,5,
1/17/15,Southern Univ,Home,70,Ark Pine Bluff,60,Away,,Win,0.94,-7.13,
1/17/15,Penn,Home,47,Villanova,62,Away,,Loss,-6.96,15.38,
1/17/15,Bucknell,Home,81,Army,75,Away,,Win,-0.03,0.03,
1/17/15,F Dickinson,Home,68,Wagner,82,Away,,Loss,-6,-5.13,
1/17/15,Coastal Car,Home,67,Gardner Webb,82,Away,,Loss,10.03,0.97,
1/17/15,Nicholls St,Home,66,TAM C. Christi,69,Away,,Loss,-8,2.25,
1/17/15,Arizona St,Home,78,Colorado,72,Away,,Win,3,0.81,
1/17/15,Delaware St,Home,60,S Carolina St,49,Away,,Win,-1.51,-7.21,
1/17/15,MD E Shore,Home,87,Savannah St,57,Away,,Win,0.59,-10.13,
1/17/15,Mississippi St,Home,57,Vanderbilt,54,Away,,Win,-1.72,6.16,
1/17/15,Coppin St,Home,53,Bethune-Cookman,58,Away,,Loss,-10.94,-3.25,
1/17/15,Morgan St,Home,75,Florida A&M,65,Away,,Win,-9.71,-17.52,
1/17/15,Incarnate Word,Home,98,SE Louisiana,108,Away,,Loss,4.75,-2.85,
1/17/15,Abilene Chr,Home,64,SF Austin,82,Away,,Loss,-6.77,14.88,
1/17/15,S Dakota St,Home,71,South Dakota,57,Away,,Win,9.09,-0.09,
1/17/15,Troy,Home,75,Ga Southern,71,Away,,Win,-2.31,7.97,
1/17/15,ULM,Home,64,Ark Little Rock,52,Away,,Win,4.58,-1.1,
1/17/15,Illinois St,Home,82,Bradley,72,Away,,Win,6.15,-4.36,
1/17/15,G Washington,Home,63,George Mason,53,Away,,Win,5.82,-4.87,
1/17/15,Longwood,Home,85,Liberty,71,Away,,Win,-5.29,-5.53,
1/17/15,Georgetown,Home,61,Butler,59,Away,,Win,6.06,8.38,
1/17/15,Montana,Home,63,Montana St,48,Away,,Win,4.53,-7.83,
1/17/15,CS Fullerton,Home,68,UC Davis,79,Away,,Loss,-5.29,6.71,
1/17/15,Santa Clara,Home,70,San Francisco,64,Away,,Win,-3.41,1.5,
1/17/15,Arkansas,Home,82,Mississippi,96,Away,,Loss,7.88,5.13,
1/17/15,Washington St,Home,47,Oregon St,62,Away,,Loss,-5.94,1.71,
1/17/15,TX Southern,Home,60,Grambling,51,Away,,Win,0.74,-20.55,
1/17/15,Auburn,Home,71,South Carolina,68,Away,,Win,-4.14,3.03,
1/17/15,Stanford,Home,72,Connecticut,59,Away,,Win,4.72,4.38,
1/17/15,Southern Utah,Home,70,Weber St,60,Away,,Win,-4.66,-1.03,
1/17/15,St Mary's CA,Home,82,BYU,77,Away,,Win,5.6,11,
1/17/15,CS Sacramento,Home,90,E Washington,77,Away,,Win,2.9,7.12,
1/17/15,Long Island,Home,54,Mt St Mary's,61,Away,,Loss,-3.77,-1.73,
1/17/15,Long Beach St,Home,69,Santa Barbara,53,Away,,Win,-1,4.69,
1/17/15,Portland St,Home,85,Idaho,73,Away,,Win,-0.52,1.07,
1/17/15,Seattle,Home,58,New Mexico St,52,Away,,Win,0.61,9.15,
1/17/15,CS Bakersfield,Home,66,TX Pan American,53,Away,,Win,2.18,-8.13,
1/17/15,CS Northridge,Home,55,Cal Poly SLO,48,Away,,Win,-5.36,1.07,
1/17/15,San Jose St,Home,41,Colorado St,70,Away,,Loss,-15.8,8.58,
1/17/15,Northeastern,Home,69,Col Charleston,67,Away,,Win,3.59,-5.97,
1/17/15,Wright St,Home,56,Valparaiso,66,Away,,Loss,-3.81,10.55,
1/17/15,Cincinnati,Home,84,Temple,53,Away,,Win,7.09,4.21,
1/17/15,Alabama A&M,Home,56,Alabama St,59,Away,,Loss,-6.48,5.28,
1/17/15,Youngstown St,Home,61,Cleveland St,74,Away,,Loss,-3.34,5.38,
1/17/15,TN Martin,Home,55,Jacksonville St,52,Away,,Win,4.73,-6.03,
1/17/15,E Kentucky,Home,78,Edwardsville,62,Away,,Win,8.9,0.89,
1/17/15,Hartford,Home,68,MA Lowell,62,Away,,Win,-2.2,-5.1,
1/17/15,SE Missouri St,Home,65,Tennessee Tech,61,Away,,Win,0.77,0.67,
1/17/15,Arkansas St,Home,78,Texas St,73,Away,,Win,-5.14,1.65,
1/17/15,Murray St,Home,91,Tennessee St,72,Away,,Win,11.38,-10.26,
