Date,Team,TeamLocation,TeamScore,Opponent,OpponentScore,OpponentLocation,NeutralSite,TeamResult,TeamDifferential,OpponentDifferential,
11/08/13,Illinois,Home,80,Alabama St,63,Away,,Win,2.09,2,
11/08/13,Mississippi St,Home,71,Prairie View,56,Away,,Win,-3.61,-7.68,
11/08/13,Kansas,Home,80,ULM,63,Away,,Win,9.15,-4.19,
11/08/13,Binghamton,Home,74,Loyola MD,79,Away,,Loss,-10,-6.7,
11/08/13,Marshall,Home,85,S Carolina St,69,Away,,Win,0.3,-9.9,
11/08/13,Marquette,Home,63,Southern Univ,56,Away,,Win,3.47,5.38,
11/08/13,TX Pan American,Home,73,Sam Houston St,77,Away,,Loss,-5.03,6.03,
11/08/13,West Virginia,Home,77,Mt St Mary's,62,Away,,Win,4.25,-1.72,
11/08/13,SF Austin,Home,90,UT Tyler,64,Away,,Win,13.85,0,
11/08/13,Samford,Home,79,Martin Meth,62,Away,,Win,-5.88,0,
11/08/13,Mississippi,Home,69,Troy,54,Away,,Win,2.48,-1.61,
11/08/13,Texas Tech,Home,76,Houston Bap,61,Away,,Win,0,-9.1,
11/08/13,Loyola-Chicago,Home,76,WI Milwaukee,72,Away,,Win,-2.94,0.47,
11/08/13,Liberty,Home,74,Randolph Col,53,Away,,Win,0.5,0,
11/08/13,N Illinois,Home,66,NE Omaha,68,Away,,Loss,-0.63,5.4,
11/08/13,N Dakota St,Home,93,Viterbo,49,Away,,Win,11.03,0,
11/08/13,Utah,Home,128,Evergreen St,44,Away,,Win,11.53,0,
11/08/13,UAB,Home,76,Columbus St,56,Away,,Win,2.77,0,
11/08/13,Auburn,Home,76,Nicholls St,54,Away,,Win,-0.37,-4.41,
11/08/13,Arizona St,Home,96,UMBC,61,Away,,Win,6.16,-7.23,
11/08/13,Arkansas,Home,99,Edwardsville,65,Away,,Win,9.03,-3.23,
11/08/13,Kennesaw,Home,57,Youngstown St,73,Away,,Loss,-9.29,2.84,
11/08/13,Furman,Home,66,Sewanee,49,Away,,Win,-8.03,0,
11/08/13,Elon,Home,114,Wash & Lee,64,Away,,Win,3.47,0,
11/08/13,Oklahoma St,Home,117,MS Valley St,62,Away,,Win,11.24,-9.03,
11/08/13,Creighton,Home,107,Alcorn St,61,Away,,Win,12.12,-3.74,
11/08/13,Texas A&M,Home,82,Buffalo,58,Away,,Win,1.72,6.21,
11/08/13,Villanova,Home,75,Lafayette,59,Away,,Win,11.94,-3.32,
11/08/13,Bradley,Home,72,Jacksonville St,65,Away,,Win,-2.41,-5.23,
11/08/13,Florida St,Home,91,Jacksonville,67,Away,,Win,4.56,-5.13,
11/08/13,East Carolina,Home,97,NC Wesleyan,51,Away,,Win,2.42,0,
11/08/13,Missouri,Home,89,SE Louisiana,53,Away,,Win,3.39,-2.9,
11/08/13,Houston,Home,76,Texas St,70,Away,,Win,-1.94,-4.65,
11/08/13,Portland,Home,100,UC Davis,83,Away,,Win,3.03,-7.55,
11/08/13,CS Northridge,Home,86,Hope Intl,74,Away,,Win,-0.66,0,
11/08/13,Hawaii,Home,85,Tennessee St,55,Away,,Win,6.74,-6.8,
11/08/13,CS Sacramento,Home,73,UC Santa Cruz,43,Away,,Win,-0.3,0,
11/08/13,Miami FL,Home,62,St Francis NY,66,Away,,Loss,1.97,2.13,
11/08/13,San Diego,Home,74,S Dakota St,70,Away,,Win,2.09,4,
11/08/13,Santa Barbara,Home,76,Hawaii Pacific,50,Away,,Win,5.9,0,
11/08/13,San Francisco,Home,95,Notre Dame CA,57,Away,,Win,3.75,0,
11/08/13,W Carolina,Home,77,Wittenberg,55,Away,,Win,1.62,0,
11/08/13,North Texas,Home,72,Northwood TX,67,Away,,Win,-2.66,0,
11/08/13,Santa Clara,Home,84,Bethesda,39,Away,,Win,0.45,0,
11/08/13,Charleston So,Home,130,Johnson Bib,51,Away,,Win,9.06,0,
11/08/13,California,Home,83,Coppin St,64,Away,,Win,2.88,-5.38,
11/08/13,St Mary's CA,Home,83,Louisiana Tech,70,Away,,Win,6.24,15.65,
11/08/13,UCLA,Home,72,Drexel,67,Away,,Win,11.06,1.47,
11/08/13,UC Irvine,Home,97,Fresno St,98,Away,,Loss,7.38,1.91,
11/08/13,North Carolina,Home,84,Oakland,61,Away,,Win,7.25,-3,
11/08/13,Valparaiso,Home,77,Murray St,74,Away,,Win,4.79,4.52,
11/08/13,Kansas St,Home,58,N Colorado,60,Away,,Loss,4,4.1,
11/08/13,Southern Utah,Home,85,Arizona Chr,78,Away,,Win,-15.9,0,
11/08/13,UCF,Home,97,Tampa,72,Away,,Win,-0.9,0,
11/08/13,TAM C. Christi,Home,79,Huston-Tillot,45,Away,,Win,1.75,0,
11/08/13,Southern Miss,Home,67,Jackson St,51,Away,,Win,9.36,-2.9,
11/08/13,Northwestern LA,Home,92,Le Tourneau,76,Away,,Win,2.81,0,
11/08/13,Stanford,Home,72,Bucknell,68,Away,,Win,4.88,1.83,
11/08/13,Arizona,Home,73,Cal Poly SLO,62,Away,,Win,11.97,-0.22,
11/08/13,Washington St,Home,62,CS Bakersfield,56,Away,,Win,-1.52,0.78,
11/08/13,Boise St,Home,116,UT Arlington,87,Away,,Win,7.18,-1.41,
11/08/13,Utah St,Home,78,USC,65,Away,,Win,2.59,-4.75,
11/08/13,Tulane,Home,75,NJIT,64,Away,,Win,-5.82,1.66,
11/08/13,Iowa,Home,82,UNC Wilmington,39,Away,,Win,11.91,-6.34,
11/08/13,Utah Valley,Home,74,IUPUI,66,Away,,Win,2.61,-8.03,
11/08/13,Rhode Island,Home,97,Maine,77,Away,,Win,-0.28,-10.79,
11/08/13,BYU,Home,81,Weber St,72,Away,,Win,7.18,6.73,
11/08/13,San Diego St,Home,77,UC Riverside,41,Away,,Win,13.97,-3.13,
11/08/13,Wyoming,Home,78,TN Martin,60,Away,,Win,3.47,-7.16,
11/08/13,Austin Peay,Home,84,Oakland City,69,Away,,Win,-2.7,0,
11/08/13,Chattanooga,Home,119,Covenant,56,Away,,Win,1.97,0,
11/08/13,Providence,Home,82,Boston College,78,Away,,Win,3.68,-4.91,
11/08/13,UNLV,Home,67,Portland St,48,Away,,Win,5.79,1,
11/08/13,Florida,Home,77,North Florida,69,Away,,Win,12.79,-1.84,
11/08/13,VMI,Home,82,Citadel,71,Away,,Win,6.03,-7.33,
11/08/13,Nevada,Home,78,Pacific,80,Away,,Loss,-1.5,-2.07,
11/08/13,E Michigan,Home,77,Albion,45,Away,,Win,4.63,0,
11/08/13,Cincinnati,Home,74,NC Central,61,Away,,Win,10.39,15.39,
11/08/13,George Mason,Home,63,American Univ,60,Away,,Win,-2.55,5.31,
11/08/13,Fordham,Home,87,St Francis PA,67,Away,,Win,-6.29,-7.55,
11/08/13,NC State,Home,98,Appalachian St,77,Away,,Win,1.32,-3.93,
11/08/13,G Washington,Home,76,Radford,54,Away,,Win,6.53,4.48,
11/08/13,C Michigan,Home,101,Manchester,49,Away,,Win,-1.35,0,
11/08/13,Akron,Home,72,Coastal Car,63,Away,,Win,1.88,4.33,
11/08/13,St Louis,Home,87,SE Missouri St,64,Away,,Win,8.78,4.38,
11/08/13,Minnesota,Home,81,Lehigh,62,Away,,Win,3.42,-2.69,
11/08/13,Nebraska,Home,79,FL Gulf Coast,55,Away,,Win,2.13,5,
11/08/13,Missouri KC,Home,76,Emporia St,81,Away,,Loss,-7,0,
11/08/13,Charlotte,Home,80,ETSU,75,Away,,Win,-0.19,0.58,
11/08/13,Hofstra,Home,84,Monmouth NJ,88,Away,,Loss,-4.67,-4.06,
11/08/13,South Alabama,Home,74,Detroit,58,Away,,Win,-1.48,0.25,
11/08/13,Stony Brook,Home,71,Marist,55,Away,,Win,5.58,-3.68,
11/08/13,Kent,Home,84,Ohio Northern,48,Away,,Win,1.25,0,
11/08/13,VA Commonwealth,Home,96,Illinois St,58,Away,,Win,10.12,-0.35,
11/08/13,NC A&T,Home,91,Greensboro,64,Away,,Win,-7.91,0,
11/08/13,UNC Greensboro,Home,82,High Point,74,Away,,Win,-3.31,-1.43,
11/08/13,Campbell,Home,87,Shenandoah,62,Away,,Win,-3.97,0,
11/08/13,Old Dominion,Home,67,Missouri St,79,Away,,Loss,-1.03,0.44,
11/08/13,Hampton,Home,77,William & Mary,69,Away,,Win,2.97,1.84,
11/08/13,FL Atlantic,Home,86,Ave Maria,51,Away,,Win,-2.25,0,
11/08/13,Georgia Tech,Home,88,Presbyterian,57,Away,,Win,-0.12,-11.03,
11/08/13,Colorado St,Home,99,Col Springs,70,Away,,Win,3.66,0,
11/08/13,Rutgers,Home,92,Florida A&M,84,Away,,Win,-5.09,-2.78,
11/08/13,Towson,Home,72,Navy,45,Away,,Win,4.82,-4.57,
11/08/13,Purdue,Home,77,N Kentucky,76,Away,,Win,0.59,-5.57,
11/08/13,TX Southern,Home,95,Norfolk St,83,Away,,Win,2.55,1.03,
11/08/13,Xavier,Home,83,Gardner Webb,59,Away,,Win,4.27,3.52,
11/08/13,Siena,Home,62,Albany NY,74,Away,,Loss,-1.72,2.19,
11/08/13,Lipscomb,Home,83,Belmont,87,Away,,Loss,-2.63,5.88,
11/08/13,Michigan St,Home,98,McNeese St,56,Away,,Win,10.62,-7.97,
11/08/13,Kentucky,Home,89,UNC Asheville,57,Away,,Win,9.26,1.94,
11/08/13,Duke,Home,111,Davidson,77,Away,,Win,11.56,6.09,
11/08/13,Michigan,Home,69,MA Lowell,42,Away,,Win,9.03,-7.86,
11/08/13,Georgia,Home,72,Wofford,52,Away,,Win,2.28,5.25,
11/08/13,Howard,Home,69,Washington MD,52,Away,,Win,-9.82,0,
11/08/13,Notre Dame,Home,74,Miami OH,62,Away,,Win,1.41,-4.42,
11/08/13,Indiana,Home,100,Chicago St,72,Away,,Win,4.69,-6.47,
11/08/13,Texas,Home,76,Mercer,73,Away,,Win,4.09,12.91,
11/08/13,Clemson,Home,71,Stetson,51,Away,,Win,5.38,-10.84,
11/08/13,Virginia,Home,61,James Madison,41,Away,,Win,10.65,-5.45,
11/08/13,Richmond,Home,71,Delaware,69,Away,,Win,1.39,4.38,
11/08/13,F Dickinson,Home,89,Caldwell,71,Away,,Win,-6.48,0,
11/08/13,Wake Forest,Home,89,Colgate,78,Away,,Win,-1.24,2.42,
11/08/13,Pittsburgh,Home,88,Savannah St,55,Away,,Win,10.12,-2.78,
11/08/13,Syracuse,Home,82,Cornell,60,Away,,Win,8.66,-14.29,
11/09/13,IL Chicago,Home,59,Drake,61,Away,,Loss,-5.71,0.03,
11/09/13,New Hampshire,Home,94,Suffolk,70,Away,,Win,-7,0,
11/09/13,Robert Morris,Home,86,Savannah St,66,Away,,Win,0.29,-2.78,
11/09/13,DePaul,Home,96,Grambling,58,Away,,Win,-5.97,-14.24,
11/09/13,UT San Antonio,Home,63,Northern Arizona,74,Away,,Loss,-7.93,-1.41,
11/09/13,Pepperdine,Home,81,San Diego Chr,68,Away,,Win,-1.32,0,
11/09/13,Fairfield,Home,67,Sacred Heart,54,Away,,Win,-6.56,-6.97,
11/09/13,Seton Hall,Home,83,Niagara,72,Away,,Win,1.97,-6.82,
11/09/13,Chicago St,Home,77,Urbana,52,Away,,Win,-6.47,0,
11/09/13,Vermont,Home,64,St Joseph's PA,74,Away,,Loss,10.66,4.33,
11/09/13,St Bonaventure,Home,68,South Dakota,46,Away,,Win,3.27,-2.27,
11/09/13,Columbia,Home,73,MD E Shore,54,Away,,Win,4.84,-8.5,
11/09/13,ULL,Home,101,Louisiana Col,67,Away,,Win,6.39,0,
11/09/13,Northwood TX,Home,72,Incarnate Word,88,Away,,Loss,0,10.41,
11/09/13,Hawaii,Home,78,W Michigan,68,Away,,Win,6.74,5.06,
11/09/13,WI Green Bay,Home,71,N Michigan,49,Away,,Win,10.67,0,
11/09/13,VMI,Home,71,Air Force,63,Away,,Win,6.03,-3.13,
11/09/13,Toledo,Home,102,Northwestern OH,55,Away,,Win,6.39,0,
11/09/13,Montana St,Home,55,CS Fullerton,84,Away,,Loss,-1.81,-3.97,
11/09/13,San Diego,Home,70,Grand Canyon,59,Away,,Win,2.09,0.45,
11/09/13,Northwestern,Home,72,E Illinois,55,Away,,Win,-3.85,-5.87,
11/09/13,UTEP,Home,84,Loyola NO,49,Away,,Win,6.06,0,
11/09/13,Idaho St,Home,99,Evergreen St,62,Away,,Win,0.62,0,
11/09/13,New Mexico,Home,88,Alabama A&M,52,Away,,Win,8.27,-2.47,
11/09/13,Idaho,Home,67,W Illinois,63,Away,,Win,-2.21,-1.4,
11/09/13,Louisville,Home,70,Col Charleston,48,Away,,Win,21.15,0.31,
11/09/13,South Carolina,Home,82,Longwood,44,Away,,Win,-1.56,-10.47,
11/09/13,Morehead St,Home,107,Mid-Continent,60,Away,,Win,3.94,0,
11/09/13,Evansville,Home,87,Martin Meth,69,Away,,Win,-2.82,0,
11/09/13,Indiana St,Home,82,Ball St,73,Away,,Win,3.27,-8.23,
11/09/13,Georgia St,Home,97,Southern Poly,78,Away,,Win,10.13,0,
11/09/13,Bethune-Cookman,Home,91,Trinity Bap,74,Away,,Win,-6.88,0,
11/09/13,Ohio,Home,75,Northern Iowa,64,Away,,Win,4.85,3.45,
11/09/13,Ohio St,Home,89,Morgan St,50,Away,,Win,10.03,-0.77,
11/09/13,South Florida,Home,72,Tennessee Tech,62,Away,,Win,-5.13,1.65,
11/09/13,Penn St,Home,74,Wagner,62,Away,,Win,0.59,3.06,
11/09/13,Dayton,Home,81,IPFW,80,Away,,Win,5.76,6.59,
11/09/13,Virginia Tech,Home,63,SC Upstate,64,Away,,Loss,-4.1,4.42,
11/09/13,Bowling Green,Home,102,Earlham,49,Away,,Win,-1.5,0,
11/09/13,Butler,Home,89,Lamar,58,Away,,Win,1.97,-10.57,
11/09/13,Gonzaga,Home,100,Bryant,76,Away,,Win,11.88,1.47,
11/09/13,Delaware St,Home,107,Cairn,48,Away,,Win,-3.3,0,
11/09/13,Kennesaw,Home,60,E Kentucky,68,Away,,Loss,-9.29,8.39,
11/09/13,Penn,Home,73,Temple,78,Away,,Loss,-6.57,-4.19,
11/09/13,Winthrop,Home,93,Roanoke,74,Away,,Win,2.64,0,
11/09/13,La Salle,Home,90,Manhattan,99,Away,,Loss,-0.65,7.38,
11/09/13,Duquesne,Home,94,Abilene Chr,75,Away,,Win,-0.37,-0.45,
11/09/13,Cleveland St,Home,73,Iona,69,Away,,Win,7.06,6.28,
11/09/13,Wichita St,Home,93,Emporia St,50,Away,,Win,15.88,0,
11/09/13,Long Beach St,Home,71,Hawaii Pacific,59,Away,,Win,-0.59,0,
11/09/13,Rice,Home,69,St Thomas TX,60,Away,,Win,-7.67,0,
11/10/13,Middle Tenn St,Home,78,Southern Univ,75,Away,,Win,8.24,5.38,
11/10/13,Marist,Home,48,Elon,75,Away,,Loss,-3.68,3.47,
11/10/13,E Washington,Home,87,Pacific OR,58,Away,,Win,1.06,0,
11/10/13,Wright St,Home,82,Mt St Joseph,49,Away,,Win,5.09,0,
11/10/13,Alcorn St,Home,73,Tougaloo,68,Away,,Win,-3.74,0,
11/10/13,Kennesaw,Home,58,Florida Intl,66,Away,,Loss,-9.29,-1.35,
11/10/13,Bradley,Home,85,Alabama St,59,Away,,Win,-2.41,2,
11/10/13,Iowa,Home,83,NE Omaha,75,Away,,Win,11.91,5.4,
11/10/13,Washington,Home,88,Seattle,78,Away,,Win,-0.19,0.67,
11/10/13,Oregon St,Home,73,Coppin St,78,Away,,Loss,0.29,-5.38,
11/10/13,Illinois,Home,86,Jacksonville St,62,Away,,Win,2.09,-5.23,
11/10/13,S Carolina St,Home,59,St Andrew's,55,Away,,Win,-9.9,0,
11/10/13,Colorado,Home,91,TN Martin,65,Away,,Win,2.91,-7.16,
11/10/13,Howard,Home,83,Gwynedd-Mercy,66,Away,,Win,-9.82,0,
11/10/13,Tulsa,Home,68,Oral Roberts,74,Away,,Loss,5.73,2.12,
11/10/13,Brown,Home,74,Binghamton,57,Away,,Win,4.18,-10,
11/10/13,Cornell,Home,89,Loyola MD,93,Away,,Loss,-14.29,-6.7,
11/10/13,Hofstra,Home,80,F Dickinson,58,Away,,Win,-4.67,-6.48,
11/10/13,Maine,Home,111,Fisher,64,Away,,Win,-10.79,0,
11/10/13,Kentucky,Home,93,N Kentucky,63,Away,,Win,9.26,-5.57,
11/10/13,Delaware,Home,93,Charleston So,95,Away,,Loss,4.38,9.06,
11/10/13,Dartmouth,Home,106,Lyndon St,61,Away,,Win,1.46,0,
11/10/13,Valparaiso,Home,113,North Park,50,Away,,Win,4.79,0,
11/10/13,Stony Brook,Home,81,Haverford,65,Away,,Win,5.58,0,
11/10/13,Iowa St,Home,95,UNC Wilmington,62,Away,,Win,8.97,-6.34,
11/10/13,Princeton,Home,67,Florida A&M,50,Away,,Win,7.21,-2.78,
11/10/13,Notre Dame,Home,80,Stetson,49,Away,,Win,1.41,-10.84,
11/11/13,SE Missouri St,Home,118,Central Bap,56,Away,,Win,4.38,0,
11/11/13,Creighton,Home,96,Missouri KC,70,Away,,Win,12.12,-7,
11/11/13,Troy,Home,102,LaGrange,69,Away,,Win,-1.61,0,
11/11/13,UC Davis,Home,80,Holy Names,54,Away,,Win,-7.55,0,
11/11/13,Arizona,Home,91,Long Beach St,57,Away,,Win,11.97,-0.59,
11/11/13,Utah Valley,Home,78,NC A&T,71,Away,,Win,2.61,-7.91,
11/11/13,Sam Houston St,Home,116,Hillsdale Bap,54,Away,,Win,6.03,0,
11/11/13,Prairie View,Home,100,Schreiner,73,Away,,Win,-7.68,0,
11/11/13,Northern Iowa,Home,86,Coe,52,Away,,Win,3.45,0,
11/11/13,Jackson St,Home,61,Arkansas St,65,Away,,Loss,-2.9,4.16,
11/11/13,Texas Tech,Home,88,Northern Arizona,68,Away,,Win,0,-1.41,
11/11/13,SMU,Home,89,Rhode Island,58,Away,,Win,9.09,-0.28,
11/11/13,Trinity TX,Home,62,Incarnate Word,74,Away,,Loss,0,10.41,
11/11/13,UMBC,Home,84,Eastern Univ,79,Away,,Win,-7.23,0,
11/11/13,Hawaii,Home,88,New Mexico St,95,Away,,Loss,6.74,10.31,
11/11/13,TX Southern,Home,113,Wiley,96,Away,,Win,2.55,0,
11/11/13,Houston Bap,Home,75,Crowley's Ridge,61,Away,,Win,-9.1,0,
11/11/13,CS Bakersfield,Home,97,UC Merced,54,Away,,Win,0.78,0,
11/11/13,Gonzaga,Home,93,Colorado St,61,Away,,Win,11.88,3.66,
11/11/13,St Mary's CA,Home,85,Akron,63,Away,,Win,6.24,1.88,
11/11/13,Wichita St,Home,66,W Kentucky,49,Away,,Win,15.88,1.06,
11/11/13,Stanford,Home,103,BYU,112,Away,,Loss,4.88,7.18,
11/11/13,Richmond,Home,69,Belmont,61,Away,,Win,1.39,5.88,
11/11/13,Temple,Home,77,Kent,81,Away,,Loss,-4.19,1.25,
11/11/13,St Bonaventure,Home,75,Abilene Chr,47,Away,,Win,3.27,-0.45,
11/11/13,Canisius,Home,71,South Dakota,66,Away,,Win,3.09,-2.27,
11/11/13,Coastal Car,Home,76,Guilford,49,Away,,Win,4.33,0,
11/11/13,Lipscomb,Home,88,Oakland City,78,Away,,Win,-2.63,0,
11/11/13,Kennesaw,Home,92,Warren Wilson,48,Away,,Win,-9.29,0,
11/11/13,Georgia Tech,Home,68,Delaware St,50,Away,,Win,-0.12,-3.3,
11/11/13,Connecticut,Home,80,Yale,62,Away,,Win,8.74,0.46,
11/11/13,Ark Little Rock,Home,70,North Florida,72,Away,,Loss,-2.59,-1.84,
11/11/13,Miami FL,Home,81,Ga Southern,80,Away,,Win,1.97,-0.76,
11/11/13,Detroit,Home,106,MI Dearborn,51,Away,,Win,0.25,0,
11/11/13,UAB,Home,79,Rutgers,76,Away,,Win,2.77,-5.09,
11/11/13,IPFW,Home,90,IU Kokomo,62,Away,,Win,6.59,0,
11/11/13,Wofford,Home,83,Emory & Henry,58,Away,,Win,5.25,0,
11/11/13,TX Pan American,Home,65,Houston,77,Away,,Loss,-5.03,-1.94,
11/11/13,Texas A&M,Home,91,MS Valley St,67,Away,,Win,1.72,-9.03,
11/11/13,Oklahoma,Home,95,North Texas,82,Away,,Win,6.28,-2.66,
11/11/13,NC Central,Home,98,J&W NC,47,Away,,Win,15.39,0,
11/11/13,FL Atlantic,Home,57,St Francis NY,59,Away,,Loss,-2.25,2.13,
11/11/13,Davidson,Home,77,WI Milwaukee,81,Away,,Loss,6.09,0.47,
11/11/13,W Carolina,Home,74,UNC Asheville,67,Away,,Win,1.62,1.94,
11/11/13,St Francis PA,Home,60,Navy,57,Away,,Win,-7.55,-4.57,
11/11/13,Radford,Home,89,Chattanooga,78,Away,,Win,4.48,1.97,
11/12/13,Appalachian St,Home,66,Campbell,73,Away,,Loss,-3.93,-3.97,
11/12/13,Cent Arkansas,Home,109,Hendrix,59,Away,,Win,-6.72,0,
11/12/13,Texas St,Home,57,SF Austin,64,Away,,Loss,-4.65,13.85,
11/12/13,Alcorn St,Home,87,Mississippi Col,61,Away,,Win,-3.74,0,
11/12/13,TCU,Home,79,Longwood,82,Away,,Loss,-8.84,-10.47,
11/12/13,Chicago St,Home,79,Jacksonville St,75,Away,,Win,-6.47,-5.23,
11/12/13,Drake,Home,104,Iowa Wesleyan,49,Away,,Win,0.03,0,
11/12/13,Tennessee Tech,Home,74,Loyola-Chicago,69,Away,,Win,1.65,-2.94,
11/12/13,ULL,Home,92,McNeese St,66,Away,,Win,6.39,-7.97,
11/12/13,Rice,Home,62,SE Louisiana,63,Away,,Loss,-7.67,-2.9,
11/12/13,Furman,Home,75,Gardner Webb,64,Away,,Win,-8.03,3.52,
11/12/13,Iowa St,Home,80,TAM C. Christi,50,Away,,Win,8.97,1.75,
11/12/13,Towson,Home,95,Morgan St,75,Away,,Win,4.82,-0.77,
11/12/13,Bradley,Home,80,C Michigan,70,Away,,Win,-2.41,-1.35,
11/12/13,Oklahoma St,Home,93,Utah Valley,40,Away,,Win,11.24,2.61,
11/12/13,Vanderbilt,Home,86,Georgia St,80,Away,,Win,-0.97,10.13,
11/12/13,Minnesota,Home,84,Montana,58,Away,,Win,3.42,1.77,
11/12/13,Ohio St,Home,79,Ohio,69,Away,,Win,10.03,4.85,
11/12/13,Citadel,Home,82,Presbyterian,68,Away,,Win,-7.33,-11.03,
11/12/13,California,Home,77,Denver,50,Away,,Win,2.88,1.45,
11/12/13,Cal Poly SLO,Home,58,Nevada,60,Away,,Loss,-0.22,-1.5,
11/12/13,Pacific,Home,84,UC Irvine,79,Away,,Win,-2.07,7.38,
11/12/13,USC,Home,95,CS Northridge,79,Away,,Win,-4.75,-0.66,
11/12/13,Wagner,Home,75,Chestnut Hill,67,Away,,Win,3.06,0,
11/12/13,Savannah St,Home,73,TN Temple,63,Away,,Win,-2.78,0,
11/12/13,Santa Clara,Home,89,San Jose St,77,Away,,Win,0.45,-9.16,
11/12/13,Jacksonville,Home,101,Florida Col,72,Away,,Win,-5.13,0,
11/12/13,N Colorado,Home,98,Colorado Chr,74,Away,,Win,4.1,0,
11/12/13,Arizona St,Home,90,Miami OH,54,Away,,Win,6.16,-4.42,
11/12/13,UCLA,Home,91,Oakland,60,Away,,Win,11.06,-3,
11/12/13,Nebraska,Home,62,W Illinois,47,Away,,Win,2.13,-1.4,
11/12/13,UT Arlington,Home,88,Samford,75,Away,,Win,-1.41,-5.88,
11/12/13,Missouri,Home,72,S Illinois,59,Away,,Win,3.39,0,
11/12/13,Xavier,Home,67,Tennessee,63,Away,,Win,4.27,10.27,
11/12/13,Utah St,Home,90,Southern Utah,57,Away,,Win,2.59,-15.9,
11/12/13,Wisconsin,Home,59,Florida,53,Away,,Win,8.97,12.79,
11/12/13,La Salle,Home,73,Quinnipiac,67,Away,,Win,-0.65,2.39,
11/12/13,William & Mary,Home,84,Liberty,72,Away,,Win,1.84,0.5,
11/12/13,Illinois St,Home,70,Drexel,78,Away,,Loss,-0.35,1.47,
11/12/13,New Orleans,Home,81,Millsaps,45,Away,,Win,-4.96,0,
11/12/13,Texas,Home,84,South Alabama,77,Away,,Win,4.09,-1.48,
11/12/13,Virginia Tech,Home,87,West Virginia,82,Away,,Win,-4.1,4.25,
11/12/13,Baylor,Home,66,South Carolina,64,Away,,Win,6.83,-1.56,
11/12/13,Indiana,Home,73,Long Island,72,Away,,Win,4.69,-8.1,
11/12/13,IUPUI,Home,78,Evansville,84,Away,,Loss,-8.03,-2.82,
11/12/13,UNLV,Home,65,Santa Barbara,86,Away,,Loss,5.79,5.9,
11/12/13,Cincinnati,Home,68,NC State,57,Away,,Win,10.39,1.32,
11/12/13,Murray St,Home,97,Brescia,69,Away,,Win,4.52,0,
11/12/13,G Washington,Home,108,Maine,81,Away,,Win,6.53,-10.79,
11/12/13,South Florida,Home,91,Bethune-Cookman,65,Away,,Win,-5.13,-6.88,
11/12/13,FL Gulf Coast,Home,65,Hartford,51,Away,,Win,5,-0.45,
11/12/13,Massachusetts,Home,92,LSU,90,Away,,Win,5.34,3.81,
11/12/13,Wake Forest,Home,98,VMI,71,Away,,Win,-1.24,6.03,
11/12/13,Marshall,Home,119,Rio Grande,77,Away,,Win,0.3,0,
11/12/13,Syracuse,Home,89,Fordham,74,Away,,Win,8.66,-6.29,
11/12/13,Col Charleston,Home,83,Charlotte,82,Away,,Win,0.31,-0.19,
11/12/13,Louisville,Home,97,Hofstra,69,Away,,Win,21.15,-4.67,
11/12/13,High Point,Home,94,Ferrum,64,Away,,Win,-1.43,0,
11/12/13,Lamar,Home,54,George Mason,68,Away,,Loss,-10.57,-2.55,
11/12/13,ETSU,Home,63,Morehead St,71,Away,,Loss,0.58,3.94,
11/12/13,E Michigan,Home,95,Concordia MI,50,Away,,Win,4.63,0,
11/12/13,Lehigh,Home,92,Rider,78,Away,,Win,-2.69,-2.65,
11/12/13,UNC Greensboro,Home,84,East Carolina,85,Away,,Loss,-3.31,2.42,
11/12/13,St Peter's,Home,59,Hampton,64,Away,,Loss,-2.61,2.97,
11/12/13,MD E Shore,Home,95,Salisbury St,55,Away,,Win,-8.5,0,
11/12/13,Monmouth NJ,Home,73,Penn,79,Away,,Loss,-4.06,-6.57,
11/12/13,Ball St,Home,73,Taylor IN,53,Away,,Win,-8.23,0,
11/12/13,Columbia,Home,70,Manhattan,71,Away,,Loss,4.84,7.38,
11/12/13,Pittsburgh,Home,75,Fresno St,54,Away,,Win,10.12,1.91,
11/12/13,Harvard,Home,79,MIT,37,Away,,Win,13.13,0,
11/12/13,Michigan,Home,93,S Carolina St,59,Away,,Win,9.03,-9.9,
11/12/13,Virginia,Home,56,VA Commonwealth,59,Away,,Loss,10.65,10.12,
11/12/13,Lafayette,Home,81,Robert Morris,90,Away,,Loss,-3.32,0.29,
11/12/13,Albany NY,Home,71,NJIT,65,Away,,Win,2.19,1.66,
11/12/13,Vermont,Home,77,Siena,66,Away,,Win,10.66,-1.72,
11/12/13,Marquette,Home,114,Grambling,71,Away,,Win,3.47,-14.24,
11/13/13,IL Chicago,Home,87,Roosevelt,65,Away,,Win,-5.71,0,
11/13/13,Louisiana Tech,Home,106,Centenary,59,Away,,Win,15.65,0,
11/13/13,Charleston So,Home,78,UNC Wilmington,80,Away,,Loss,9.06,-6.34,
11/13/13,E Illinois,Home,67,Olivet Naz,60,Away,,Win,-5.87,0,
11/13/13,Arkansas St,Home,72,TN Martin,62,Away,,Win,4.16,-7.16,
11/13/13,Oklahoma,Home,85,Idaho,65,Away,,Win,6.28,-2.21,
11/13/13,Stony Brook,Home,73,Northeastern,66,Away,,Win,5.58,-2.81,
11/13/13,St Joseph's PA,Home,81,Marist,62,Away,,Win,4.33,-3.68,
11/13/13,Seton Hall,Home,78,Kent,76,Away,,Win,1.97,1.25,
11/13/13,UCF,Home,68,Florida St,80,Away,,Loss,-0.9,4.56,
